"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"FZGZQT4J","journalArticle","2013","Rao, P.; Munoz, B.; Turano, K.; Munro, C.; West, S. K.","The decline in attentional visual fields over time among older participants in the Salisbury Eye Evaluation Driving Study","Invest Ophthalmol Vis Sci","","0146-0404","10.1167/iovs.11-8874","","PURPOSE: The loss of attentional visual field (AVF) has been linked to poor mobility and car crashes. We investigated the risk factors associated with a decrease in AVF over time among participants in the Salisbury Eye Evaluation Driving Study (SEEDS). METHODS: In a longitudinal cohort of 968 individuals ages 67 to 87, demographic, medical, visual, and cognitive factors were obtained at baseline (2005-2006) and follow-up (2007-2008) using structured medical questionnaires and onsite examinations. Using the standard deviation for the difference in AVF over 2 years of 4.3 degrees , two subgroups were created: Those who lost 5 degrees or more in two years and those who had no loss (i.e., loss of 5 degrees or less, or no loss). Age-adjusted and multivariate odds ratios (OR) with 95% confidence intervals (95% CI) for each explanatory factor were determined using logistic regression. RESULTS: The overall change in AVF was -0.34 degrees (SD = 4.32), which was a significant decline from baseline. of the population, 14% lost 5 degrees or more of AVF. The following determinants were associated with a minimum loss of 5 degrees over 2 years: female sex (OR = 1.59, P = 0.03), history of stroke (OR = 1.90, P = 0.03), depression (OR = 1.07, P = 0.02), a lower baseline Trails A and B scores (OR = 1.09, P = 0.003 and OR = 1.02, P = 0.02, respectively), and lower baseline visual acuity (OR = 1.21, P = 0.03). In addition, decline was related to a lower baseline measure of auditory attention (OR = 1.14, P = 0.007) and lower baseline visual fields in the central 20 degrees (OR = 1.24, P = 0.01). CONCLUSIONS: Loss in AVF over time is related independently to decrements in cognition and vision. The higher odds of loss in female subjects, independent of these factors, deserves further research.","2013-03-13","2020-06-04 02:42:16","2020-06-04 02:42:16","","1839-44","","3","54","","","","","","","","","","eng","","","","","","","PMCID: PMC4601885","","","http://dx.doi.org/10.1167/iovs.11-8874","*Automobile Driving; Aged; Aged, 80 and over; Aging/*physiology; Attention/*physiology; Cognition Disorders/*physiopathology; Female; Follow-Up Studies; Humans; Male; Prospective Studies; Psychomotor Performance; Risk Factors; Surveys and Questionnaires; Vision Disorders/*physiopathology; Vision Tests; Vision, Binocular/*physiology; Visual Fields/*physiology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BBQKLK3X","journalArticle","2014","Loriaut, P.; Boyer, P.; Massin, P.; Cochereau, I.","Visual impairment and hip fractures: a case-control study in elderly patients","Ophthalmic Res","","0030-3747","10.1159/000362881","","AIMS: To investigate the relationship between visual impairment and fall-related hip fracture and to determine the etiology of visual impairment in a population of elderly patients with hip fracture. METHODS: A case-control study compared 96 patients diagnosed with hip fracture to a randomly selected control group of 103 patients without hip fracture. Inclusion criteria for the case group were as follows: patients aged 60 years and over with a hip fracture. Clinical assessment included visual acuity and ophthalmic examination. RESULTS: Forty-three patients with hip fracture had a visual impairment compared to only 12 patients in the control group. Visual impairment was a significant risk factor for hip fracture (OR = 6.15; 95% CI 2.98-12.69). Twenty-seven hip fracture patients had an uncorrected refractive error compared to only 15 controls (OR = 2.78; 95% CI 0.92-8.35). There was no significant difference of dense cataract between both groups (OR = 2.28; 95% CI 0.75-6.93). Fourteen hip fracture patients had a macular degeneration compared to only 8 controls (OR = 5.63; 95% CI 1.57-20.18), and 10 patients had suspicion of glaucoma compared to only 5 controls (OR = 10.65; 95% CI 2.21-51.3). CONCLUSION: Visual impairment was significantly associated with an increased risk of hip fracture in elderly people. There are many etiologies that may contribute to hip fractures, most notably refractive error, cataract, macular degeneration and glaucoma.","2014","2020-06-04 02:42:11","2020-06-04 02:42:11","","212-6","","4","52","","Ophthalmic research","","","","","","","","eng","","","","","","","","","","http://dx.doi.org/10.1159/000362881","*Visually Impaired Persons; Accidental Falls; Aged; Aged, 80 and over; Case-Control Studies; Female; Hip Fractures/etiology/*physiopathology; Humans; Male; Middle Aged; Risk Factors; Vision Disorders/etiology/*physiopathology; Visual Acuity/physiology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DRQJWUK4","journalArticle","2014","Ramulu, P. Y.; Hochberg, C.; Maul, E. A.; Chan, E. S.; Ferrucci, L.; Friedman, D. S.","Glaucomatous visual field loss associated with less travel from home","Optom Vis Sci","","1040-5488","10.1097/opx.0000000000000139","","PURPOSE: To determine the association between glaucoma and travel away from home. METHODS: Fifty-nine glaucoma suspect controls with normal vision and 80 glaucoma subjects with bilateral visual field (VF) loss wore a cellular tracking device during 1 week of normal activity. Location data were used to evaluate the number of daily excursions away from home as well as daily time spent away from home. RESULTS: Control and glaucoma subjects were similar in age, race, sex, employment, driving support, cognitive ability, mood, and comorbid illness (p > 0.1 for all). Better-eye VF mean deviation (MD) averaged 0.0 decibels (dB) in controls and -11.1 dB in glaucoma subjects. In multivariable models, glaucoma was associated with fewer daily excursions (beta = -0.20; 95% confidence interval [95% CI], -0.38 to -0.02) and a greater likelihood of not leaving home on a given day (odds ratio [OR], 1.82; 95% CI, 1.05 to 3.06). Each 5-dB decrement in the better-eye VF MD was associated with fewer daily excursions (beta = -0.06; 95% CI, -0.11 to -0.01) and a greater chance of not leaving home on a given day (OR, 1.24; 95% CI, 1.04 to 1.47). Time spent away from home did not significantly differ between the glaucoma subjects and suspects (p = 0.18). However, each 5-dB decrement in the better-eye MD was associated with 6% less time away (95% CI, -12 to -1%). CONCLUSIONS: Individuals with glaucoma, particularly those with greater VF loss, are more home bound and travel away from home less than individuals with normal vision. Because being confined to the home environment may have detrimental effects on fitness and health, individuals with glaucoma should be considered for interventions such as orientation and mobility training to encourage safe travel away from home.","2014-02","2020-06-04 02:42:10","2020-06-04 02:42:10","","187-93","","2","91","","Optometry and vision science : official publication of the American Academy of Optometry","","","","","","","","eng","","","","","","","PMCID: PMC3960394","","; ","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3960394/pdf/nihms543481.pdf; http://dx.doi.org/10.1097/opx.0000000000000139","Humans; Middle Aged; Aged; Aged, 80 and over; Female; Male; Sickness Impact Profile; Visual Fields/*physiology; Visual Acuity/physiology; Quality of Life; Glaucoma/*physiopathology; Activities of Daily Living; Ocular Hypertension/*physiopathology; Vision Disorders/*physiopathology; *Travel","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TVBZNTUI","journalArticle","2007","Edelen, M. O.; Reeve, B. B.","Applying item response theory (IRT) modeling to questionnaire development, evaluation, and refinement","Qual Life Res","","0962-9343 (Print)0962-9343","10.1007/s11136-007-9198-0","","BACKGROUND: Health outcomes researchers are increasingly applying Item Response Theory (IRT) methods to questionnaire development, evaluation, and refinement efforts. OBJECTIVE: To provide a brief overview of IRT, to review some of the critical issues associated with IRT applications, and to demonstrate the basic features of IRT with an example. METHODS: Example data come from 6,504 adolescent respondents in the National Longitudinal Study of Adolescent Health public use data set who completed to the 19-item Feelings Scale for depression. The sample was split into a development and validation sample. Scale items were calibrated in the development sample with the Graded Response Model and the results were used to construct a 10-item short form. The short form was evaluated in the validation sample by examining the correspondence between IRT scores from the short form and the original, and by comparing the proportion of respondents identified as depressed according to the original and short form observed cut scores. RESULTS: The 19 items varied in their discrimination (slope parameter range: .86-2.66), and item location parameters reflected a considerable range of depression (-.72-3.39). However, the item set is most discriminating at higher levels of depression. In the validation sample IRT scores generated from the short and long forms were correlated at .96 and the average difference in these scores was -.01. In addition, nearly 90% of the sample was classified identically as at risk or not at risk for depression using observed score cut points from the short and long forms. CONCLUSIONS: When used appropriately, IRT can be a powerful tool for questionnaire development, evaluation, and refinement, resulting in precise, valid, and relatively brief instruments that minimize response burden.","2007","2020-06-04 02:42:49","2020-06-04 02:42:49","","5-18","","","16 Suppl 1","","Quality of life research : an international journal of quality of life aspects of treatment, care and rehabilitation","","","","","","","","eng","","","","","","","","","","http://dx.doi.org/10.1007/s11136-007-9198-0","*Quality of Life; *Research; *Surveys and Questionnaires; Adolescent; Depression/*diagnosis; Health Surveys; Humans; Interviews as Topic; Models, Theoretical; Outcome Assessment (Health Care)/*methods; Reproducibility of Results","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8Z2GT38V","book","2012","Heijl, A.; Patella, V. M.; Bengtsoon, B.","The Field Analyzer Primer: Effective Perimetry","","978-0-9884795-0-0","","","","","2012","2020-06-04 02:42:24","2020-06-04 02:42:24","","","","","","","","","","","","","Carl Zeiss Meditec Incorporated","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IXGR3MQN","journalArticle","2012","Kaleem, M. A.; Munoz, B. E.; Munro, C. A.; Gower, E. W.; West, S. K.","Visual characteristics of elderly night drivers in the Salisbury Eye Evaluation Driving Study","Invest Ophthalmol Vis Sci","","0146-0404","10.1167/iovs.12-9866","","PURPOSE: To characterize visual factors among those who continue to drive and those who restrict night driving in the elderly population. METHODS: The Salisbury Eye Evaluation Driving Study (SEEDS) is a study of vision, cognition, and driving behaviors of older drivers living in the greater Salisbury, Maryland, metropolitan area. Patients were recruited from listings in the Department of Motor Vehicle Administration. Data are reported from two visits conducted 2 years apart. Night driving was assessed using a real-time driving assessment tool, the Driving Monitor System. Night driving was defined by the presence of at least one episode of driving at night during a 5-day time period (seasonally adjusted). Participants also underwent a battery of cognitive and visual function testing including distance acuity, contrast sensitivity, and visual fields. Logistic regression was used to model factors associated with night driving. RESULTS: Complete data were available for 990 of the 1080 participants (92%) attending both visits; 41% of participants were driving at night in each visit. Those who were younger (P < 0.001), male (P < 0.001), and had better measures of cognitive (P = 0.007) and visual function were observed driving at night, whereas those who were older, female, and had poorer measures of cognitive and visual function restricted their night driving behavior. An association was observed between depressive symptoms and less night driving in females (P = 0.003). In multivariate analysis, better contrast sensitivity (odds ratio [OR] 1.18, 95% confidence interval [CI] 1.02-1.36, P = 0.02) and visual field detection (OR 1.21, 95% CI 1.00-1.47, P = 0.05) were associated with driving at night. Visual acuity was not found to be significantly related to night driving (OR 1.08, 95% CI 0.95-1.18, P = 0.12). CONCLUSIONS: Restricting driving at night is a multifactorial behavior that has a vision component, notably poor contrast sensitivity, and some loss of visual fields.","2012-08-03","2020-06-04 02:42:24","2020-06-04 02:42:24","","5161-7","","9","53","","","","","","","","","","eng","","","","","","","PMCID: PMC4620734","","","http://dx.doi.org/10.1167/iovs.12-9866","*Automobile Driving; Aged; Aged, 80 and over; Cognition Disorders/*physiopathology/psychology; Contrast Sensitivity/*physiology; Databases, Factual; Depressive Disorder/*physiopathology/psychology; Female; Humans; Male; Night Vision; Psychological Tests; Psychomotor Performance/*physiology; Vision Disorders/*physiopathology; Vision, Binocular/physiology; Visual Acuity/physiology; Visual Fields/*physiology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IP8AG48T","journalArticle","2012","van Landingham, S. W.; Willis, J. R.; Vitale, S.; Ramulu, P. Y.","Visual field loss and accelerometer-measured physical activity in the United States","Ophthalmology","","0161-6420","10.1016/j.ophtha.2012.06.034","","OBJECTIVE: To determine whether visual field (VF) loss is associated with lower levels of accelerometer-defined walking or physical activity in a nationally representative sample of American adults. DESIGN: Cross-sectional study. PARTICIPANTS: A total of 2934 adults aged 40 years or older who participated in the examination component of the 2005-2006 National Health and Nutritional Examination Survey. METHODS: Frequency-doubling technology (FDT) testing was performed in both eyes and used to categorize subjects as having no VF loss, unilateral VF loss, or bilateral VF loss. Accelerometer data were collected over 7 days of normal activity. MAIN OUTCOME MEASURES: Steps per day and daily minutes of moderate or vigorous physical activity (MVPA). RESULTS: A total of 1468 participants (50.0%) had complete FDT and accelerometer data. Individuals without VF loss averaged 9751 steps/day and 20.8 minutes/day of MVPA, compared with 8023 steps/day and 14.5 minutes/day for subjects with unilateral VF loss (age-adjusted P = 0.11 and P = 0.51) and 6840 steps/day and 10.1 minutes/day for subjects with bilateral VF loss (age-adjusted P = 0.02 and 0.09, respectively). In multivariable models adjusted for age, sex, race/ethnicity, education, and several comorbid illnesses, individuals with bilateral VF loss took 17% fewer steps per day (P < 0.01) and engaged in 30% less MVPA (P = 0.02) than individuals without VF loss. No significant difference in steps per day or MVPA was observed between individuals with unilateral VF loss and no VF loss (P > 0.05). In addition to VF loss, older age, female sex, arthritis, diabetes, congestive heart failure (CHF), and stroke were significantly associated with fewer daily steps and minutes of MVPA (P < 0.05). CONCLUSIONS: Bilateral VF loss is associated with less walking and physical activity in American adults. Patients with bilateral VF loss should be encouraged to engage safely in more physical activity. FINANCIAL DISCLOSURE(S): The author(s) have no proprietary or commercial interest in any materials discussed in this article.","2012-12","2020-06-04 02:42:21","2020-06-04 02:42:21","","2486-92","","12","119","","","","","","","","","","eng","","","","","","","","","; ","http://dx.doi.org/10.1016/j.ophtha.2012.06.034; https://www.aaojournal.org/article/S0161-6420(12)00592-1/fulltext","Adult; Humans; Middle Aged; United States; Aged; Female; Male; Cross-Sectional Studies; Visual Fields/*physiology; Risk Factors; Visual Acuity/physiology; Quality of Life; Nutrition Surveys; Vision Disorders/*physiopathology; Exercise/*physiology; Exercise Test/instrumentation; Motor Activity/physiology; Accelerometry/instrumentation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9ZPF27MI","report","2013","Wittenborn, John; Rein, David","Cost of Vision Problems: The Economic Burden of Vision Loss and Eye Disorders in the United States","","","","","http://www.norc.org/Research/Projects/Pages/the-economic-burden-of-vision-loss-and-eye-disorders-in-the-united-states.aspx","This project was funded by Prevent Blindness America (PBA) with the goal of creating the first comprehensive estimate of the economic burden of vision loss and eye disorders in the United States.  Our report, “Cost of Vision: The Economic Burden of Vision Loss and Eye Disorders in the United States” serves to update the 2007 PBA-sponsored report “The Economic Impact of Eye Problems”.  The 2007 report has stood as the primary estimate of the economic impact of eye and vision problems since its publication, but was subject to a number of limitations that led to an underestimate of total costs, including the omission of persons younger than age 40, the lack of inclusion of a number of cost categories, and the restriction of medical costs to only four eye diseases.  The total economic burden of eye disorders and vision loss in the United States in 2013 is $139 billion.  This includes $65 billion in direct medical costs due to eye disorders and low vision.  Loss of vision among workers results in $48 billion in lost productivity per year, with another $2 billion in opportunity costs due to the need for informal care.  Long-term care attributable to vision loss accounts for another $20 billion in costs per year.  Other direct costs, including special education, screening, government assistance programs, and low vision aids and devices total $1.7 billion.  Transfer payments and tax deductions cost the government $2.5 billion, incurring approximately $1 billion in deadweight losses.  The total economic burden estimate is substantially higher than identified in the 2007 report; most of this difference is due to the inclusion of additional cost categories.  We estimated medical costs in the Medical Expenditure Panel Survey (MEPS) dataset using a 2-part generalized linear model with gamma distribution and log-link, controlling for double counting of costs for persons with multiple conditions. Productivity losses are based on analysis of the Survey of Income and Program Participation (SIPP), while estimates of the prevalence of vision loss among the population younger than age 40 are based on National Health and Nutrition Examination Survey (NHANES) data. Our findings indicate that the overall cost of vision to the US economy is substantially higher than previously measured.  At $139 billion in the year 2013, vision loss and eye disorders are among the costliest conditions facing the United States, incurring a cost of $450 per person.  Annual costs for are $15,900 for persons with vision impairment and are $26,900 for persons blind.  These results, particularly the high indirect costs, indicate the need for ongoing efforts to improve diagnosis and management to prevent future eye disorders and vision loss.","2013","2020-06-04 02:42:20","2020-11-18 20:52:02","","","","","","","","","","","","NORC and Prevent Blindness America","University of Chicago","Chicago, IL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FTZUAG6S","journalArticle","2010","Marella, M.; Pesudovs, K.; Keeffe, J. E.; O'Connor, P. M.; Rees, G.; Lamoureux, E. L.","The psychometric validity of the NEI VFQ-25 for use in a low-vision population","Investigative Ophthalmology & Visual Science","","0146-0404","10.1167/iovs.09-4494","","PURPOSE: To determine the psychometric validity of the National Eye Institute-Visual Function Questionnaire (NEI VFQ-25) and its subscale structure for use in people with low vision. METHODS: Two hundred thirty-two participants completed the NEI VFQ-25. Rasch analysis was used to test the psychometric performance of the questionnaire and each subscale. Factor models were hypothesized and tested with confirmatory factor analysis (CFA) and subsequently validated with Rasch analysis. RESULTS: For the overall scale, two rating scales had to be dichotomized and three misfitting items removed to improve fit to the Rasch model. There was evidence of multidimensionality, indicating that the scale would benefit from scale splitting. For the NEI VFQ-25 subscale structure, six of the original 12 subscales could not fit the Rasch model because of item insufficiency (fewer than two items) and the remaining six displayed poor item fit characteristics indicating that the NEI VFQ-25 does not have a viable subscale structure. CFA supported a two-factor model with visual functioning (10 items) and socioemotional (9 items) scales. Most goodness-of-fit statistics were within the recommended range of values. The factor loadings of items on their respective scales were statistically significant (P < 0.001) and ranged between 0.59 and 0.84. The two scales individually fitted the Rasch model and were found to be unidimensional with adequate psychometric characteristics. CONCLUSIONS: The native NEI VFQ-25 is a better performing instrument when split into visual functioning and socioemotional scales. These scales possess valid parameters for assessment of the impact of low vision in this population.","2010-06","2020-06-04 02:42:35","2020-06-04 02:42:35","","2878-84","","6","51","","","","","","","","","","eng","","","","","","","","","","http://dx.doi.org/10.1167/iovs.09-4494","*Sickness Impact Profile; *Surveys and Questionnaires; *Visually Impaired Persons; Aged; Disability Evaluation; Female; Health Status Indicators; Humans; Male; Middle Aged; Models, Statistical; Psychometrics; Quality of Life; Vision, Low/diagnosis/*physiopathology; Visual Acuity/*physiology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QYWFWSWY","journalArticle","2010","Pesudovs, K.; Gothwal, V. K.; Wright, T.; Lamoureux, E. L.","Remediating serious flaws in the National Eye Institute Visual Function Questionnaire","J Cataract Refract Surg","","0886-3350","10.1016/j.jcrs.2009.11.019","","PURPOSE: To test the assumption that the National Eye Institute Visual Function Questionnaire (NEI VFQ) measures visual functioning, assess the validity of its subscales, and, if flawed, revise the questionnaire and derive a shortened version with sound psychometric properties. SETTING: Flinders Medical Centre, Adelaide, Australia. METHODS: Patients from the cataract surgery waiting list self-administered and completed the 39-item NEI VFQ (NEI VFQ-39). Rasch analysis was applied, and the psychometric performance of the entire questionnaire and each subscale was tested. Instrument revision was performed in the context of Rasch analysis statistics. RESULTS: Five hundred thirty-six patients (mean age 73.8 years) completed the questionnaire. Response categories for 2 question types were not used as intended so dysfunctional categories were combined. The NEI VFQ-39 and the 25-item version (NEI VFQ-25) had good precision but evidence of multidimensionality (more than 1 construct in 1 score), questions that did not fit the construct, suboptimum targeting of item difficulty to person ability, and dysfunctional subscales (8 NEI VFQ-39; 12 NEI VFQ-25). Questions could be reorganized into 2 constructs (a visual functioning scale and a socioemotional scale) that, after misfitting questions were removed, gave valid measurement of each construct and preserved 3 subscales. Removing redundancy from these long-form subscales yielded valid short-form scales. CONCLUSIONS: Several NEI VFQ subscales were not psychometrically sound; as an overall measure, it is flawed by multidimensionality. This was repaired by segregation into visual functioning and socioemotional scales. Valid long and short forms of the scales could enhance application of the questionnaire.","2010-05","2020-06-04 02:42:34","2020-06-04 02:42:34","","718-32","","5","36","","Journal of cataract and refractive surgery","","","","","","","","eng","","","","","","","","","","http://dx.doi.org/10.1016/j.jcrs.2009.11.019","*Sickness Impact Profile; *Visually Impaired Persons; Aged; Female; Humans; Male; Models, Statistical; National Eye Institute (U.S.)/*standards; Psychometrics; Quality of Life; Surveys and Questionnaires/*standards; United States; Vision, Binocular/physiology; Vision, Low/*physiopathology; Visual Acuity/*physiology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"73HM7RRQ","journalArticle","2010","van Gestel, A.; Webers, C. A.; Beckers, H. J.; van Dongen, M. C.; Severens, J. L.; Hendrikse, F.; Schouten, J. S.","The relationship between visual field loss in glaucoma and health-related quality-of-life","Eye (Lond)","","0950-222x","10.1038/eye.2010.133","","PURPOSE: to investigate the relationship between visual field loss and health-related quality-of-life (HRQOL) in patients with ocular hypertension (OHT) or primary open-angle glaucoma (POAG). METHODS: we conducted a cross-sectional study among 537 OHT and POAG patients from seven hospitals in The Netherlands. Clinical information was obtained from medical files. Patients completed a questionnaire, containing generic HRQOL instruments (EQ-5D and Health Utilities Index mark 3), vision-specific National Eye Institute Visual Functioning Questionnaire (VFQ-25), and glaucoma-specific Glaucoma Quality-of-Life questionnaire (GQL-15). The impact of visual field loss on HRQOL scores was analysed with multiple linear regression analyses. RESULTS: a relationship between mean deviation (MD) and HRQOL was found after adjusting for age, gender, visual acuity, medication side effects, laser trabeculoplasty, and glaucoma surgery. We found interaction between MD in both eyes for GQL and VFQ-25 scores. The relationship between MD and utility was non-linear, with utility only affected at MD-values below -25 dB in the better eye. Visual acuity, side effects, and glaucoma surgery independently affected HRQOL. Binocular MD and MD in the better eye had similar impacts on HRQOL, whereas MD in the worse eye had an independent effect. HRQOL was affected more by binocular defects in the inferior than in the superior hemifield. CONCLUSION: visual field loss in progressing glaucoma is independently associated with a loss in both disease-specific and generic quality-of-life. It is important to prevent progression, both in early and in advanced glaucoma, especially in patients with inferior hemifield defects and severe defects in either eye.","2010-12","2020-06-04 02:42:33","2020-06-04 02:42:33","","1759-69","","12","24","","","","","","","","","","eng","","","","","","","","","","https://www.nature.com/articles/eye2010133.pdf","Humans; Middle Aged; Aged; Female; Male; Cross-Sectional Studies; *Quality of Life; Surveys and Questionnaires; Vision Disorders/etiology/*physiopathology; Visual Fields/*physiology; *Health Status; Regression Analysis; Activities of Daily Living; Netherlands; Glaucoma, Open-Angle/complications/*physiopathology/surgery; Ocular Hypertension/complications/*physiopathology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MIQWZSNU","journalArticle","2011","Azur, M. J.; Stuart, E. A.; Frangakis, C.; Leaf, P. J.","Multiple Imputation by Chained Equations: What is it and how does it work?","Int J Methods Psychiatr Res","","1049-8931 (Print)","10.1002/mpr.329","","Multivariate imputation by chained equations (MICE) has emerged as a principled method of dealing with missing data. Despite properties that make MICE particularly useful for large imputation procedures and advances in software development that now make it accessible to many researchers, many psychiatric researchers have not been trained in these methods and few practical resources exist to guide researchers in the implementation of this technique. This paper provides an introduction to the MICE method with a focus on practical aspects and challenges in using this method. A brief review of software programs available to implement MICE and then analyze multiply imputed data is also provided.","2011-03-01","2020-06-04 02:42:31","2020-06-04 02:42:31","","40-9","","1","20","","","","","","","","","","eng","","","","","","","","","; ","https://onlinelibrary.wiley.com/doi/pdf/10.1002/mpr.329; http://dx.doi.org/10.1002/mpr.329","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"37WZH42S","journalArticle","2005","Globe, D. R.; Varma, R.; Torres, M.; Wu, J.; Klein, R.; Azen, S. P.; Los Angeles Latino Eye Study, Group","Self-reported comorbidities and visual function in a population-based study: the Los Angeles Latino Eye Study","Arch Ophthalmol","","0003-9950 (Print) 0003-9950 (Linking)","10.1001/archopht.123.6.815","","OBJECTIVE: To assess the association of self-reported systemic and ocular comorbid disease and visual function in Latino subjects. METHODS: National Eye Institute 25-item Visual Function Questionnaire (NEI-VFQ-25) and eye examination data were obtained from 5380 participants in the Los Angeles Latino Eye Study, a population-based prevalence study of eye disease in Latino subjects 40 years and older. We developed and contrasted 5 comorbidity measures. One-way analysis of variance was used to assess the association between comorbidity and visual impairment and self-reported visual function. Regression analyses determined the association of sociodemographic variables, clinical variables, and the best measure of comorbidity with the NEI-VFQ-25 composite score. The main outcome measure was self-reported visual function as assessed by the NEI-VFQ-25 composite score. RESULTS: On average, visual function subscale scores were lowest for those participants with the most systemic comorbid conditions (P<.05). This was more evident in participants with moderate or severe visual impairment compared with those with mild or no visual impairment (P<.05). CONCLUSIONS: Self-reported systemic comorbidities were associated with self-reported visual function. This association was greater at more severe levels of visual impairment. Of the 5 comorbidity measures assessed, the measure that summed the number of self-reported systemic comorbidities correlated most with self-reported visual function.","2005-06","2020-06-04 02:42:57","2020-06-04 02:42:57","","815-21","","6","123","","","","","","","","","","","","","","","","","","","; ; ","http://www.ncbi.nlm.nih.gov/pubmed/15955983; https://jamanetwork.com/journals/jamaophthalmology/articlepdf/417084/eeb30083.pdf; http://archopht.jamanetwork.com/article.aspx?articleid=417084","Adult; Humans; Middle Aged; Aged; Aged, 80 and over; Female; Male; Prevalence; Visual Acuity/*physiology; Surveys and Questionnaires; Health Status Indicators; Self Disclosure; Vision, Binocular/physiology; Visually Impaired Persons/*statistics & numerical data; Hispanic Americans/*ethnology; Los Angeles/epidemiology; Vision Disorders/*ethnology/*physiopathology; *Comorbidity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
